gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,0,Yes,No,54,Yes,No,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),60.66,3298.96,No
Female,0,No,No,45,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),60.34,2677.62,No
Female,0,Yes,Yes,23,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),26.89,649.66,No
Male,0,No,Yes,36,Yes,No,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,99.07,3543.44,No
Male,0,No,No,40,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,78.92,3164.17,No
Female,0,Yes,No,24,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),72.03,1749.46,Yes
Female,0,No,No,28,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),104.97,2943.65,No
Female,0,Yes,No,30,No,No phone service,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),109.74,3272.16,No
Male,0,Yes,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),31.18,46.09,No
Male,0,No,No,11,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,87.35,959.45,Yes
Female,0,No,No,4,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,45.21,211.59,No
Male,0,Yes,Yes,60,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.68,5812.05,No
Female,1,Yes,No,55,No,No phone service,DSL,No,No,No,Yes,No,No,Two year,No,Electronic check,29.99,1660.7,No
Male,0,Yes,Yes,70,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,37.14,2611.78,Yes
Male,0,Yes,No,36,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),39.65,1446.29,No
Female,0,Yes,No,35,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,80.86,2828.81,No
Female,0,No,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),85.38,2410.66,No
Female,0,Yes,No,37,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,110.57,4137.97,Yes
Female,0,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.7,1057.38,No
Male,0,Yes,Yes,32,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,No,Mailed check,87.01,2795.38,Yes
Male,1,No,No,12,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),19.51,234.92,No
Male,0,No,Yes,5,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),69.44,342.55,No
Female,0,No,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),64.53,4187.17,No
Male,0,Yes,No,7,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),22.78,179.06,No
Female,0,No,Yes,63,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Electronic check,37.02,2327.52,No
Male,0,No,No,8,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,98.83,786.88,No
Female,1,No,No,22,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),48.81,1036.36,Yes
Female,0,No,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),66.7,4689.47,Yes
Male,0,Yes,No,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,57.87,1170.98,No
Female,0,No,No,0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,No,Credit card (automatic),36.9,10.83,No
Female,0,No,Yes,45,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),112.82,5086.01,No
Male,1,No,No,61,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,23.57,1461.21,Yes
Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,64.7,41.65,No
Female,0,No,Yes,43,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),52.05,2213.21,No
Female,0,No,No,4,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Mailed check,85.26,339.27,No
Male,0,No,No,38,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,83.27,3164.48,No
Male,0,No,No,65,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),88.27,5751.6,Yes
Female,0,Yes,Yes,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),68.42,3004.55,No
Male,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),29.37,332.82,No
Female,0,No,Yes,31,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),68.83,2142.29,No
Female,1,Yes,No,42,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,No,Credit card (automatic),106.61,4488.1,No
Female,0,Yes,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),51.29,374.29,No
Female,0,No,Yes,58,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,107.31,6218.21,No
Female,0,No,Yes,10,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),88.89,894.11,No
Male,0,Yes,No,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,113.58,3029.51,No
Female,1,No,Yes,38,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),67.31,2559.43,No
Male,0,No,Yes,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,46.28,1193.07,No
Male,0,Yes,No,71,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),25.61,1830.27,No
Female,0,Yes,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.07,459.52,No
Female,0,No,No,31,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),109.12,3363.41,No
Male,0,No,No,45,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,No,Mailed check,74.97,3387.91,No
Male,0,Yes,No,27,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),29.04,806.79,No
Male,1,Yes,No,6,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),53.54,295.49,Yes
Female,0,Yes,Yes,34,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),77.08,2591.7,No
Male,1,No,No,65,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,110.92,7192.84,Yes
Female,0,Yes,No,21,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),92.74,1972.91,Yes
Female,0,No,Yes,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,60.34,1288.22,No
Female,0,Yes,No,2,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),22.25,29.39,No
Male,0,No,No,45,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,82.72,3749.64,Yes
Female,0,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),54.88,2681.36,No
Female,1,No,No,7,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),25.28,204.78,No
Female,1,No,No,3,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,No,Electronic check,101.7,323.8,No
Female,1,Yes,No,14,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Mailed check,112.37,1611.75,No
Female,0,Yes,Yes,43,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),71.12,3032.79,No
Male,1,No,No,38,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,29.9,1148.26,Yes
Female,0,Yes,Yes,28,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),58.69,1620.82,No
Female,0,No,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,26.01,1841.65,No
Male,0,Yes,No,61,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Mailed check,98.84,6032.61,No
Female,0,Yes,Yes,33,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Bank transfer (automatic),72.63,2383.71,No
Male,0,No,Yes,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,57.78,1421.33,No
Female,0,No,Yes,17,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,91.6,1570.59,Yes
Male,1,No,No,62,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),102.36,6333.37,No
Male,0,Yes,Yes,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),96.93,4932.39,No
Female,0,Yes,No,53,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),100.77,5327.76,No
Female,1,No,Yes,41,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),105.48,4319.85,No
Female,0,Yes,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),65.32,3471.2,No
Male,1,Yes,No,51,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,84.51,4351.11,No
Male,0,Yes,No,12,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,77.59,913.3,No
Male,0,Yes,No,31,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Credit card (automatic),31.1,969.41,No
Female,0,No,No,65,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Electronic check,42.27,2779.24,No
Male,0,No,No,57,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),35.51,2018.39,No
Male,0,No,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),83.49,3192.42,No
Female,0,No,Yes,26,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),105.0,2732.12,Yes
Male,0,No,No,53,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),94.46,5003.54,No
Male,1,No,No,71,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,56.16,3980.01,No
Female,0,No,No,72,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,84.39,6063.22,Yes
Male,0,Yes,No,42,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Two year,No,Credit card (automatic),59.45,2492.29,No
Female,0,Yes,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),45.84,2363.9,No
Female,0,No,No,13,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),108.05,1402.61,No
Female,0,Yes,No,7,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),38.82,242.48,No
Female,1,Yes,No,34,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),82.01,2793.98,Yes
Female,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),93.69,1573.79,No
Male,0,No,Yes,54,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,80.41,4370.58,No
Male,0,No,No,51,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),30.32,1530.0,No
Female,0,Yes,No,71,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,45.35,3205.23,Yes
Female,0,No,No,48,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Electronic check,19.72,940.48,Yes
Male,0,No,Yes,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,94.5,665.57,No
Female,0,No,Yes,36,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),36.85,1311.05,No
Female,0,Yes,No,65,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),104.3,6801.52,No
Female,0,Yes,Yes,40,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),34.88,1413.11,No
Male,0,Yes,No,72,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),55.62,4000.56,No
Male,0,Yes,Yes,26,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,32.54,852.88,Yes
Female,0,Yes,Yes,19,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,71.79,1372.22,No
Female,1,Yes,No,37,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,77.93,2864.18,Yes
Male,0,No,Yes,11,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,Yes,Mailed check,41.21,489.72,No
Male,0,No,No,41,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),59.18,2424.08,No
Female,0,No,No,49,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,30.02,1500.48,No
Female,1,Yes,No,30,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Mailed check,97.43,2940.36,No
Male,1,Yes,No,64,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),97.3,6240.24,Yes
Male,1,Yes,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),44.23,2300.86,No
Male,0,Yes,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),44.81,1771.55,No
Female,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,79.52,5745.75,No
Male,0,No,Yes,38,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Electronic check,79.45,3024.33,No
Female,0,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,91.95,845.87,No
Male,0,No,No,28,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),27.95,774.63,No
Male,0,No,No,39,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,85.79,3316.58,No
Male,0,No,Yes,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),92.17,2679.69,No
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,46.28,49.85,No
Female,0,No,No,27,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),44.2,1162.73,No
Female,0,No,No,46,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),85.04,3909.61,No
Male,1,No,Yes,31,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),29.97,914.95,Yes
Female,0,No,Yes,31,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two year,No,Electronic check,72.68,2217.43,No
Male,0,Yes,Yes,26,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Electronic check,68.69,1775.56,No
Male,0,No,Yes,53,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),85.84,4555.58,No
Male,0,No,No,55,No,No phone service,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),79.17,4328.86,Yes
Male,0,No,Yes,30,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Mailed check,100.09,2987.2,No
Female,0,Yes,No,23,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,24.37,572.92,Yes
Male,0,Yes,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,83.24,2833.87,No
Male,0,No,No,29,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Mailed check,90.37,2647.27,No
Female,1,No,No,54,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Electronic check,97.89,5280.91,Yes
Male,0,Yes,No,63,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),55.45,3498.81,No
Male,0,No,No,32,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Electronic check,47.64,1489.41,No
Male,0,No,Yes,45,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),85.04,3795.9,No
Female,1,Yes,Yes,32,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,70.01,2246.18,No
Male,0,No,Yes,67,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,56.07,3792.96,No
Female,0,Yes,Yes,63,Yes,No,DSL,No,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),93.13,5901.54,No
Male,1,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),66.6,1894.75,No
Male,1,No,No,28,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),64.28,1829.15,No
Female,1,No,Yes,61,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),54.28,3282.6,No
Male,0,No,No,29,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),23.18,696.38,No
Male,0,Yes,No,11,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,102.03,1112.89,Yes
Female,1,No,No,66,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),52.7,3475.97,No
Female,0,No,Yes,14,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),62.12,886.27,No
Female,0,No,Yes,9,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,30.12,284.94,Yes
Female,0,Yes,No,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),79.93,4809.42,No
Female,0,Yes,Yes,22,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,No,Credit card (automatic),78.0,1724.07,No
Male,1,No,No,10,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,48.83,509.67,No
Female,0,No,No,15,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,54.24,808.85,Yes
Male,0,Yes,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),93.54,4509.91,Yes
Male,1,No,No,13,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Credit card (automatic),71.95,918.32,No
Male,0,No,Yes,5,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),43.39,214.19,No
Female,0,No,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,74.9,3095.27,No
Female,0,No,Yes,16,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,106.18,1703.79,No
Male,0,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,118.41,4872.91,No
